"verb","variety","corpus","genre","year","transitivity","negation","interpretator","interpretator_type","complementizer","year_bins_20","year_bins_40","year_bins_100","macro_genre","AmE_c","interpretator_present","year_c"
"deceive","AmE","COHA","Fiction",1847,"transitive","n","with the belief","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.06
"deceive","AmE","COHA","Fiction",1940,"reflexive","y","into thinking","verbal","n","1920-1940","1900-1940","1850-1950","fiction",1,1,-1.2
"deceive","BrE","BNC","Fiction",1992,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","fiction",-1,0,-0.16
"deceive","BrE","BNC","Fiction",1993,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","fiction",-1,1,-0.14
"deceive","BrE","BNC","Fiction",1989,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","fiction",-1,0,-0.22
"deceive","BrE","BNC","Fiction",1992,"reflexive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","fiction",-1,1,-0.16
"deceive","BrE","BNC","Fiction",1993,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","fiction",-1,0,-0.14
"deceive","BrE","BNC","Fiction",1992,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","fiction",-1,1,-0.16
"deceive","BrE","BNC","Fiction",1992,"passive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","fiction",-1,1,-0.16
"deceive","BrE","BNC","Fiction",1990,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","fiction",-1,0,-0.2
"deceive","BrE","BNC","Fiction",1991,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","fiction",-1,0,-0.18
"deceive","BrE","BNC","Fiction",1993,"reflexive","y","none","none","y","1980-2000","1980-2020","1950-2020","fiction",-1,0,-0.14
"deceive","BrE","BNC","Non-fiction",1982,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.36
"deceive","BrE","BNC","Non-fiction",1992,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1992,"transitive","y","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1992,"transitive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1992,"transitive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.16
"deceive","BrE","BNC","Non-fiction",1989,"transitive","n","none","none","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.22
"deceive","BrE","BNC","Non-fiction",1990,"reflexive","n","none","none","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,0,-0.2
"deceive","BrE","BNC","Non-fiction",1990,"transitive","n","into a persuasion","nominal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"deceive","BrE","BNC","Non-fiction",1989,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.22
"deceive","BrE","BNC","Non-fiction",1992,"reflexive","y","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1992,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1991,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.18
"deceive","BrE","BNC","Non-fiction",1989,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.22
"deceive","BrE","BNC","Non-fiction",1990,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"deceive","BrE","BNC","Non-fiction",1989,"passive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.22
"deceive","BrE","BNC","Non-fiction",1992,"passive","y","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1992,"passive","n","into thinking","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1990,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.2
"deceive","BrE","BNC","Non-fiction",1992,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1992,"reflexive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1992,"transitive","n","to imagine","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","BNC","Non-fiction",1993,"transitive","n","into believing","verbal","n","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.14
"deceive","BrE","BNC","Non-fiction",1992,"transitive","n","into believing","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",-1,1,-0.16
"deceive","BrE","ChT","News",1902,"passive","n","by the fact","nominal","y","1900-1920","1900-1940","1850-1950","non-fiction",-1,1,-1.96
"deceive","BrE","ChT","News",1943,"reflexive","n","into believing","verbal","y","1940-1960","1940-1980","1850-1950","non-fiction",-1,1,-1.14
"deceive","BrE","ChT","News",1970,"reflexive","y","into thinking","verbal","y","1960-1980","1940-1980","1950-2020","non-fiction",-1,1,-0.6
"deceive","BrE","ChT","News",1971,"reflexive","n","none","none","y","1960-1980","1940-1980","1950-2020","non-fiction",-1,0,-0.58
"deceive","BrE","ChT","News",1976,"passive","n","into supposing","verbal","y","1960-1980","1940-1980","1950-2020","non-fiction",-1,1,-0.48
"deceive","BrE","ChT","News",1956,"reflexive","y","by assuming","verbal","y","1940-1960","1940-1980","1950-2020","non-fiction",-1,1,-0.88
"deceive","BrE","ChT","News",1922,"transitive","n","into imagining","verbal","y","1920-1940","1900-1940","1850-1950","non-fiction",-1,1,-1.56
"deceive","BrE","ChT","News",1974,"transitive","n","into believing","verbal","y","1960-1980","1940-1980","1950-2020","non-fiction",-1,1,-0.52
"deceive","AmE","EAF","Fiction",1843,"passive","n","believing","verbal","n","1840-1860","1820-1860","<1850","fiction",1,1,-3.14
"deceive","AmE","EAF","Fiction",1847,"passive","n","into the belief","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.06
"deceive","AmE","EAF","Fiction",1844,"transitive","n","into the belief","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.12
"deceive","AmE","EAF","Fiction",1839,"transitive","n","with the hope","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.22
"deceive","AmE","EAF","Fiction",1845,"passive","n","in supposing","verbal","n","1840-1860","1820-1860","<1850","fiction",1,1,-3.1
"deceive","AmE","EAF","Fiction",1846,"passive","n","into the idea","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.08
"deceive","AmE","EAF","Fiction",1845,"transitive","y","into the belief","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.1
"deceive","AmE","EAF","Fiction",1845,"reflexive","y","into the notion","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.1
"deceive","AmE","EAF","Fiction",1833,"reflexive","y","with the belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.34
"deceive","AmE","EAF","Fiction",1844,"reflexive","n","with the fancy","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.12
"deceive","AmE","EAF","Fiction",1840,"transitive","n","into the belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.2
"deceive","AmE","EAF","Fiction",1845,"transitive","n","with the idea","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.1
"deceive","AmE","EAF","Fiction",1833,"reflexive","n","with the conceit","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.34
"deceive","AmE","EAF","Fiction",1844,"reflexive","n","none","none","y","1840-1860","1820-1860","<1850","fiction",1,0,-3.12
"deceive","AmE","EAF","Fiction",1847,"transitive","n","with the belief","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.06
"deceive","AmE","EAF","Fiction",1843,"reflexive","y","with the idea","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.14
"deceive","AmE","EAF","Fiction",1842,"reflexive","y","with the vain belief","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.16
"deceive","AmE","EAF","Fiction",1845,"passive","y","into supposing","verbal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.1
"deceive","AmE","EAF","Fiction",1843,"passive","n","into the belief","nominal","y","1840-1860","1820-1860","<1850","fiction",1,1,-3.14
"deceive","AmE","EAF","Fiction",1823,"reflexive","y","with the hope","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.54
"deceive","AmE","EAF","Fiction",1827,"transitive","n","into belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.46
"deceive","AmE","EAF","Fiction",1798,"passive","n","in imagining","verbal","y","<1820","<1820","<1850","fiction",1,1,-4.04
"deceive","AmE","EAF","Fiction",1831,"reflexive","n","with the hopes","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.38
"deceive","AmE","EAF","Fiction",1832,"passive","n","in imagining","verbal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.36
"deceive","AmE","EAF","Fiction",1841,"passive","n","in supposing","verbal","n","1840-1860","1820-1860","<1850","fiction",1,1,-3.18
"deceive","AmE","EAF","Fiction",1823,"transitive","n","into the belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.54
"deceive","AmE","EAF","Fiction",1823,"passive","n","into the belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.54
"deceive","AmE","EAF","Fiction",1821,"reflexive","n","in believing","verbal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.58
"deceive","AmE","EAF","Fiction",1827,"reflexive","y","in believing","verbal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.46
"deceive","AmE","EAF","Fiction",1824,"transitive","n","into the belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.52
"deceive","AmE","EAF","Fiction",1823,"passive","n","in supposing","verbal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.54
"deceive","AmE","EAF","Fiction",1832,"passive","n","into the belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.36
"deceive","AmE","EAF","Fiction",1823,"passive","n","into a notion","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.54
"deceive","AmE","EAF","Fiction",1823,"passive","n","into a belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.54
"deceive","AmE","EAF","Fiction",1833,"transitive","n","none","none","y","1820-1840","1820-1860","<1850","fiction",1,0,-3.34
"deceive","AmE","EAF","Fiction",1846,"reflexive","n","in thinking","verbal","n","1840-1860","1820-1860","<1850","fiction",1,1,-3.08
"deceive","AmE","EAF","Fiction",1832,"transitive","n","with the thought","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.36
"deceive","AmE","EAF","Fiction",1830,"passive","n","into the belief","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.4
"deceive","AmE","ETC.A","Fiction",1915,"passive","y","about the fact","nominal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.7
"deceive","AmE","ETC.A","Fiction",1919,"reflexive","y","into believing","verbal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.62
"deceive","AmE","ETC.A","Fiction",1909,"passive","n","into believing","verbal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.82
"deceive","AmE","ETC.A","Fiction",1921,"reflexive","y","by any argument","nominal","y","1920-1940","1900-1940","1850-1950","fiction",1,1,-1.58
"deceive","AmE","ETC.A","Fiction",1915,"transitive","y","into thinking","verbal","n","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.7
"deceive","AmE","ETC.A","Fiction",1915,"transitive","n","into believing","verbal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.7
"deceive","AmE","ETC.A","Fiction",1919,"reflexive","n","into thinking","verbal","n","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.62
"deceive","AmE","ETC.A","Fiction",1920,"transitive","y","with the belief","nominal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.6
"deceive","AmE","ETC.A","Fiction",1896,"transitive","n","into the belief","nominal","y","1880-1900","1860-1900","1850-1950","fiction",1,1,-2.08
"deceive","BrE","ETC.B","Fiction",1921,"passive","y","into supposing or even hoping","verbal","y","1920-1940","1900-1940","1850-1950","fiction",-1,1,-1.58
"deceive","BrE","ETC.B","Fiction",1917,"transitive","n","into believing","verbal","y","1900-1920","1900-1940","1850-1950","fiction",-1,1,-1.66
"deceive","BrE","ETC.B","Fiction",1910,"passive","n","into thinking","verbal","n","1900-1920","1900-1940","1850-1950","fiction",-1,1,-1.8
"deceive","BrE","ETC.B","Fiction",1921,"reflexive","n","none","none","y","1920-1940","1900-1940","1850-1950","fiction",-1,0,-1.58
"deceive","BrE","ETC.B","Fiction",1917,"reflexive","y","with the idea","nominal","y","1900-1920","1900-1940","1850-1950","fiction",-1,1,-1.66
"deceive","AmE","LNC.A","Fiction",1908,"transitive","y","into the belief","nominal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.84
"deceive","AmE","LNC.A","Fiction",1884,"reflexive","n","thinking","verbal","y","1880-1900","1860-1900","1850-1950","fiction",1,1,-2.32
"deceive","AmE","LNC.A","Fiction",1899,"transitive","n","into imagining","verbal","y","1880-1900","1860-1900","1850-1950","fiction",1,1,-2.02
"deceive","AmE","LNC.A","Non-fiction",1869,"transitive","n","into the fancy","nominal","y","1860-1880","1860-1900","1850-1950","non-fiction",1,1,-2.62
"deceive","AmE","LNC.A","Fiction",1897,"transitive","y","into the belief","nominal","y","1880-1900","1860-1900","1850-1950","fiction",1,1,-2.06
"deceive","AmE","LNC.A","Non-fiction",1869,"transitive","n","into the superstition","nominal","y","1860-1880","1860-1900","1850-1950","non-fiction",1,1,-2.62
"deceive","AmE","LNC.A","Fiction",1892,"reflexive","n","in thinking","verbal","n","1880-1900","1860-1900","1850-1950","fiction",1,1,-2.16
"deceive","AmE","LNC.A","Fiction",1884,"reflexive","y","as to believe","verbal","n","1880-1900","1860-1900","1850-1950","fiction",1,1,-2.32
"deceive","AmE","LNC.A","Fiction",1896,"passive","n","in believing","verbal","n","1880-1900","1860-1900","1850-1950","fiction",1,1,-2.08
"deceive","AmE","LNC.A","Fiction",1915,"transitive","n","into believing","verbal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.7
"deceive","AmE","LNC.A","Non-fiction",1919,"reflexive","n","into thinking","verbal","y","1900-1920","1900-1940","1850-1950","non-fiction",1,1,-1.62
"deceive","AmE","LNC.A","Fiction",1904,"passive","n","none","none","y","1900-1920","1900-1940","1850-1950","fiction",1,0,-1.92
"deceive","AmE","LNC.A","Fiction",1902,"passive","n","into hope","nominal","y","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.96
"deceive","BrE","LNC.B","Non-fiction",1894,"passive","y","none","none","y","1880-1900","1860-1900","1850-1950","non-fiction",-1,0,-2.12
"deceive","BrE","LNC.B","Fiction",1891,"transitive","y","into the pleasant belief","nominal","y","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.18
"deceive","BrE","LNC.B","Fiction",1893,"passive","n","into thinking","verbal","n","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.14
"deceive","BrE","LNC.B","Fiction",1913,"passive","n","into thinking","verbal","y","1900-1920","1900-1940","1850-1950","fiction",-1,1,-1.74
"deceive","BrE","LNC.B","Non-fiction",1883,"transitive","y","none","none","y","1880-1900","1860-1900","1850-1950","non-fiction",-1,0,-2.34
"deceive","BrE","LNC.B","Fiction",1893,"transitive","n","into thinking","verbal","y","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.14
"deceive","BrE","LNC.B","Fiction",1880,"transitive","y","into believing","verbal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.4
"deceive","BrE","LNC.B","Fiction",1891,"transitive","n","into a belief","nominal","y","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.18
"deceive","BrE","LNC.B","Fiction",1885,"reflexive","n","into supposing","verbal","y","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.3
"deceive","BrE","LNC.B","Non-fiction",1901,"transitive","n","into thinking","verbal","y","1900-1920","1900-1940","1850-1950","non-fiction",-1,1,-1.98
"deceive","AmE","MNC.A","Non-fiction",1845,"reflexive","n","into the solemn belief","nominal","y","1840-1860","1820-1860","<1850","non-fiction",1,1,-3.1
"deceive","AmE","MNC.A","Fiction",1869,"passive","n","in believing","verbal","y","1860-1880","1860-1900","1850-1950","fiction",1,1,-2.62
"deceive","AmE","MNC.A","Fiction",1853,"reflexive","y","into the idea","nominal","y","1840-1860","1820-1860","1850-1950","fiction",1,1,-2.94
"deceive","AmE","MNC.A","Non-fiction",1891,"passive","n","into the belief","nominal","y","1880-1900","1860-1900","1850-1950","non-fiction",1,1,-2.18
"deceive","AmE","MNC.A","Non-fiction",1893,"reflexive","n","into the belief","nominal","y","1880-1900","1860-1900","1850-1950","non-fiction",1,1,-2.14
"deceive","AmE","MNC.A","Non-fiction",1878,"transitive","n","into the notion","nominal","y","1860-1880","1860-1900","1850-1950","non-fiction",1,1,-2.44
"deceive","BrE","MNC.B","Fiction",1880,"passive","y","as to the fact","nominal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.4
"deceive","BrE","MNC.B","Fiction",1859,"reflexive","n","in fancying","verbal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.82
"deceive","BrE","MNC.B","Fiction",1835,"passive","n","in thinking","verbal","y","1820-1840","1820-1860","<1850","fiction",-1,1,-3.3
"deceive","BrE","MNC.B","Fiction",1863,"reflexive","n","with the fancy","nominal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.74
"deceive","BrE","MNC.B","Non-fiction",1865,"transitive","n","into the hope","nominal","y","1860-1880","1860-1900","1850-1950","non-fiction",-1,1,-2.7
"deceive","BrE","NCF","Fiction",1850,"transitive","n","into the belief","nominal","y","1840-1860","1820-1860","<1850","fiction",-1,1,-3
"deceive","BrE","NCF","Fiction",1850,"reflexive","n","in supposing","verbal","y","1840-1860","1820-1860","<1850","fiction",-1,1,-3
"deceive","BrE","NCF","Fiction",1854,"reflexive","n","into the belief","nominal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.92
"deceive","BrE","NCF","Fiction",1861,"reflexive","y","so far as to think","verbal","n","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.78
"deceive","BrE","NCF","Fiction",1859,"reflexive","n","in thinking","verbal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.82
"deceive","BrE","NCF","Fiction",1857,"reflexive","n","in suspecting","verbal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.86
"deceive","BrE","NCF","Fiction",1866,"reflexive","n","into believing","verbal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.68
"deceive","BrE","NCF","Fiction",1853,"transitive","n","into a belief","nominal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.94
"deceive","BrE","NCF","Fiction",1849,"transitive","n","into believing","verbal","n","1840-1860","1820-1860","<1850","fiction",-1,1,-3.02
"deceive","BrE","NCF","Fiction",1854,"reflexive","y","by supposing","verbal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.92
"deceive","BrE","NCF","Fiction",1885,"transitive","n","to think","verbal","y","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.3
"deceive","BrE","NCF","Fiction",1859,"reflexive","n","in the belief","nominal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.82
"deceive","BrE","NCF","Fiction",1876,"passive","y","so far as to imagine","verbal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.48
"deceive","BrE","NCF","Fiction",1859,"reflexive","y","in imagining","verbal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.82
"deceive","BrE","NCF","Fiction",1884,"reflexive","n","into imagining","verbal","y","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.32
"deceive","BrE","NCF","Fiction",1862,"transitive","n","into believing","verbal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.76
"deceive","BrE","NCF","Fiction",1878,"passive","y","into supposing","verbal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.44
"deceive","BrE","NCF","Fiction",1873,"reflexive","n","into the belief","nominal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.54
"deceive","BrE","NCF","Fiction",1874,"passive","y","into the belief","nominal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.52
"deceive","BrE","NCF","Fiction",1873,"transitive","n","into the belief","nominal","y","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.54
"deceive","BrE","NCF","Fiction",1856,"passive","n","into a belief","nominal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.88
"deceive","BrE","NCF","Fiction",1893,"reflexive","n","in thinking","verbal","n","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.14
"deceive","BrE","NCF","Fiction",1891,"reflexive","y","in thinking","verbal","y","1880-1900","1860-1900","1850-1950","fiction",-1,1,-2.18
"deceive","BrE","NCF","Fiction",1809,"passive","n","in the ambitious hope","nominal","y","<1820","<1820","<1850","fiction",-1,1,-3.82
"deceive","BrE","NCF","Fiction",1809,"reflexive","y","in fancying","verbal","n","<1820","<1820","<1850","fiction",-1,1,-3.82
"deceive","BrE","NCF","Fiction",1782,"passive","n","into believing","verbal","y","<1820","<1820","<1850","fiction",-1,1,-4.36
"deceive","BrE","NCF","Fiction",1782,"passive","y","into a belief","nominal","n","<1820","<1820","<1850","fiction",-1,1,-4.36
"deceive","BrE","NCF","Fiction",1796,"transitive","n","into a belief","nominal","n","<1820","<1820","<1850","fiction",-1,1,-4.08
"deceive","BrE","NCF","Fiction",1814,"transitive","n","into a belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-3.72
"deceive","BrE","NCF","Fiction",1791,"transitive","n","into a belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.18
"deceive","BrE","NCF","Fiction",1794,"reflexive","y","with an idea","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.12
"deceive","BrE","NCF","Fiction",1810,"reflexive","y","with the hope","nominal","y","<1820","<1820","<1850","fiction",-1,1,-3.8
"deceive","BrE","NCF","Fiction",1810,"reflexive","y","with the belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-3.8
"deceive","BrE","NCF","Fiction",1813,"reflexive","y","into a belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-3.74
"deceive","BrE","NCF","Fiction",1810,"reflexive","y","in believing","verbal","y","<1820","<1820","<1850","fiction",-1,1,-3.8
"deceive","BrE","NCF","Fiction",1820,"reflexive","n","in believing","verbal","y","<1820","<1820","<1850","fiction",-1,1,-3.6
"deceive","BrE","NCF","Fiction",1837,"passive","n","in my belief","nominal","y","1820-1840","1820-1860","<1850","fiction",-1,1,-3.26
"deceive","BrE","NCF","Fiction",1826,"transitive","y","into the dear belief","nominal","y","1820-1840","1820-1860","<1850","fiction",-1,1,-3.48
"deceive","BrE","NCF","Fiction",1830,"reflexive","y","as to imagine","verbal","y","1820-1840","1820-1860","<1850","fiction",-1,1,-3.4
"deceive","AmE","TAL","News",1991,"transitive","n","into thinking","verbal","y","1980-2000","1980-2020","1950-2020","non-fiction",1,1,-0.18
"deceive","AmE","AD","Drama",1810,"reflexive","n","into the momentary hope","nominal","y","<1820","<1820","<1850","fiction",1,1,-3.8
"deceive","AmE","AD","Drama",1904,"transitive","n","into thinking","verbal","n","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.92
"deceive","AmE","AD","Drama",1904,"transitive","n","into thinking","verbal","n","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.92
"deceive","AmE","AD","Drama",1833,"reflexive","n","with the hope","nominal","y","1820-1840","1820-1860","<1850","fiction",1,1,-3.34
"deceive","AmE","AD","Drama",1898,"passive","y","none","none","y","1880-1900","1860-1900","1850-1950","fiction",1,0,-2.04
"deceive","AmE","AD","Drama",1909,"transitive","n","into thinking","verbal","n","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.82
"deceive","AmE","AD","Drama",1904,"transitive","n","into thinking","verbal","n","1900-1920","1900-1940","1850-1950","fiction",1,1,-1.92
"deceive","BrE","ECF","Fiction",1753,"reflexive","y","in believing","verbal","n","<1820","<1820","<1850","fiction",-1,1,-4.94
"deceive","BrE","ECF","Fiction",1725,"passive","n","in my opinion","nominal","y","<1820","<1820","<1850","fiction",-1,1,-5.5
"deceive","BrE","ECF","Fiction",1725,"passive","n","into an opinion","nominal","y","<1820","<1820","<1850","fiction",-1,1,-5.5
"deceive","BrE","ECF","Fiction",1725,"passive","y","in my conjecture","nominal","y","<1820","<1820","<1850","fiction",-1,1,-5.5
"deceive","BrE","ECF","Fiction",1763,"transitive","n","into an opinion","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.74
"deceive","BrE","ECF","Fiction",1770,"reflexive","n","with a belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.6
"deceive","BrE","ECF","Fiction",1743,"passive","n","in thinking","verbal","n","<1820","<1820","<1850","fiction",-1,1,-5.14
"deceive","BrE","ECF","Fiction",1752,"passive","n","in supposing","verbal","y","<1820","<1820","<1850","fiction",-1,1,-4.96
"deceive","BrE","ECF","Fiction",1752,"passive","n","into an opinion","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.96
"deceive","BrE","ECF","Fiction",1770,"passive","n","into a belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.6
"deceive","BrE","ECF","Fiction",1767,"passive","n","into a belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.66
"deceive","BrE","ECF","Fiction",1762,"transitive","n","into a belief","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.76
"deceive","BrE","ECF","Fiction",1778,"transitive","y","into an opinion","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.44
"deceive","BrE","ECF","Fiction",1759,"transitive","n","into an opinion","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.82
"deceive","BrE","EPD","Drama",1854,"reflexive","y","by supposing","verbal","y","1840-1860","1820-1860","1850-1950","fiction",-1,1,-2.92
"deceive","BrE","EPD","Drama",1871,"reflexive","y","by supposing","verbal","n","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.58
"deceive","BrE","EPD","Drama",1730,"transitive","n","with the belief","nominal","n","<1820","<1820","<1850","fiction",-1,1,-5.4
"deceive","BrE","EPD","Drama",1779,"reflexive","n","in the idea","nominal","y","<1820","<1820","<1850","fiction",-1,1,-4.42
"deceive","BrE","EPD","Drama",1861,"reflexive","n","in fancying","verbal","n","1860-1880","1860-1900","1850-1950","fiction",-1,1,-2.78
"deceive","BrE","EPD","Drama",1802,"reflexive","n","in thinking","verbal","n","<1820","<1820","<1850","fiction",-1,1,-3.96
"deceive","BrE","EPD","Drama",1742,"transitive","n","into an opinion","nominal","y","<1820","<1820","<1850","fiction",-1,1,-5.16
"deceive","BrE","EPD","Drama",1786,"passive","n","in supposing","verbal","n","<1820","<1820","<1850","fiction",-1,1,-4.28
"fool","AmE","COCA","Non-fiction",2003,"transitive","n","into thinking","verbal","y","2000-2020","1980-2020","1950-2020","non-fiction",1,1,0.06
